4759,509,765
1807,407,353
3063,17,396
3349,2042,1753
3678,1193,2612
1310,477,1708
3421,537,1353
3648,350,1177
574,293,1675
265,1974,3136
1179,57,4495
3035,997,5619
1878,170,1207
104,1588,913
1376,256,3244
4914,69,5465
1120,57,664
4540,1233,2902
2382,323,38
4620,457,3634
790,615,3530
161,1299,5522
6,8,541
567,915,5148
4920,1418,1069
2520,1904,4579
909,502,3477
274,1698,3136
1981,8,2959
7,517,1637
3119,544,3979
657,1546,3847
173,2145,1259
451,57,2303
324,17,4685
4567,290,5653
624,118,2827
2062,171,2608
4993,465,5270
9,960,2443
4955,245,5211
627,356,2385
398,8,1888
790,8,3611
4509,1250,4178
65,56,5105
2715,183,2859
4045,1784,5466
3409,1106,2361
744,1402,1708
3980,2245,2298
1547,17,5526
352,57,3384
2277,2264,5087
4811,439,2
2889,8,2934
84,480,5290
4144,57,3621
1480,1223,1950
884,229,3946
370,507,847
616,17,1309
12,537,4822
164,56,4966
1459,284,2509
1861,679,315
1044,275,5354
2066,56,4388
4685,467,4076
2494,56,5526
1737,1300,4869
1978,54,5356
2225,17,5481
764,1484,1708
834,493,3837
3920,786,843
660,1922,20
2804,159,2844
1658,95,725
2673,509,167
311,329,3367
1875,17,998
4061,2078,2085
2009,2043,2521
407,291,1430
373,185,5285
791,459,1705
1474,565,2888
2572,1425,5661
564,1325,5419
3651,17,1001
4840,26,3082
81,17,630
897,1865,3461
153,2077,3292
449,2089,3070
289,356,1687
1980,125,1305
2094,940,765
3274,799,3032
3452,963,3288
4217,17,708
4058,17,2608
616,786,631
443,17,5643
695,8,2934
263,58,730
1658,465,1916
3349,233,4946
559,480,2443
1624,1250,2085
2967,290,852
3840,1739,5355
816,636,5562
2495,397,3122
2421,2043,913
173,2200,4178
843,56,5318
924,1292,2612
803,499,2887
1663,221,2706
944,17,4209
1177,1755,1561
3911,2013,1055
635,55,586
3859,571,2328
85,17,3732
1077,17,2388
648,17,2287
607,959,4229
3075,1780,2882
2586,391,107
2021,511,3116
537,56,4161
2158,1264,4304
3313,356,3122
3251,370,3692
581,459,1280
2008,17,4547
1324,1349,2085
1267,17,4062
4367,1266,1921
578,564,3136
